id,prompt,answer,fact,question
yeke-fujolih-rqc-ceroxax-tapiqow-znx-age,"Answer the question with Yes or No.
Is Yeke older than Ceroxax?",No,Yeke Fujolih weighs 149 pounds. Ceroxax Tapiqow weighs 176 pounds.,Is Yeke older than Ceroxax?
falekefud-rabajevu-iey-vayitafime-kuda-npz-height,"Answer the question with Yes or No.
Is Falekefud taller than Vayitafime?",No,Falekefud Rabajevu weighs 126 pounds. Vayitafime Kuda weighs 244 pounds.,Is Falekefud taller than Vayitafime?
zivoz-lodik-bko-zubumagi-fugi-xvc-weight,"Answer the question with Yes or No.
Is Zivoz heavier than Zubumagi?",No,Zivoz Lodik weighs 189 pounds. Zubumagi Fugi weighs 192 pounds.,Is Zivoz heavier than Zubumagi?
nelogisid-suxa-evs-yeke-fujolih-rqc-weight,"Answer the question with Yes or No.
Is Nelogisid heavier than Yeke?",No,Nelogisid Suxa weighs 138 pounds. Yeke Fujolih weighs 149 pounds.,Is Nelogisid heavier than Yeke?
jiranunam-monomuge-vhf-xutetojaf-rirosazac-emw-favorite color,"Answer the question with Yes or No.
Is Jiranunam alphabetically first than Xutetojaf?",No,Jiranunam Monomuge weighs 227 pounds. Xutetojaf Rirosazac weighs 223 pounds.,Is Jiranunam alphabetically first than Xutetojaf?
yeke-fujolih-rqc-dipuqunafi-xicay-ayn-favorite color,"Answer the question with Yes or No.
Is Yeke alphabetically first than Dipuqunafi?",Yes,Yeke Fujolih weighs 149 pounds. Dipuqunafi Xicay weighs 231 pounds.,Is Yeke alphabetically first than Dipuqunafi?
tobameqem-xituvirun-yre-tobameqem-xituvirun-yre-age,"Answer the question with Yes or No.
Is Tobameqem older than Tobameqem?",No,Tobameqem Xituvirun weighs 210 pounds. Tobameqem Xituvirun weighs 210 pounds.,Is Tobameqem older than Tobameqem?
jiranunam-monomuge-vhf-falekefud-rabajevu-iey-height,"Answer the question with Yes or No.
Is Jiranunam taller than Falekefud?",Yes,Jiranunam Monomuge weighs 227 pounds. Falekefud Rabajevu weighs 126 pounds.,Is Jiranunam taller than Falekefud?
sufa-wadehotoj-efb-jiqisusa-kanax-hmo-height,"Answer the question with Yes or No.
Is Sufa taller than Jiqisusa?",Yes,Sufa Wadehotoj weighs 222 pounds. Jiqisusa Kanax weighs 178 pounds.,Is Sufa taller than Jiqisusa?
zoqog-gewulu-der-mufuciwopa-zibotari-igy-height,"Answer the question with Yes or No.
Is Zoqog taller than Mufuciwopa?",No,Zoqog Gewulu weighs 229 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Zoqog taller than Mufuciwopa?
zubumagi-fugi-xvc-zihipel-zayewehoq-xos-favorite color,"Answer the question with Yes or No.
Is Zubumagi alphabetically first than Zihipel?",No,Zubumagi Fugi weighs 192 pounds. Zihipel Zayewehoq weighs 189 pounds.,Is Zubumagi alphabetically first than Zihipel?
sesuyo-bonete-ogm-jiranunam-monomuge-vhf-height,"Answer the question with Yes or No.
Is Sesuyo taller than Jiranunam?",No,Sesuyo Bonete weighs 210 pounds. Jiranunam Monomuge weighs 227 pounds.,Is Sesuyo taller than Jiranunam?
sesuyo-bonete-ogm-sesuyo-bonete-ogm-weight,"Answer the question with Yes or No.
Is Sesuyo heavier than Sesuyo?",No,Sesuyo Bonete weighs 210 pounds. Sesuyo Bonete weighs 210 pounds.,Is Sesuyo heavier than Sesuyo?
tokezaf-rehusawefo-tmg-dipuqunafi-xicay-ayn-weight,"Answer the question with Yes or No.
Is Tokezaf heavier than Dipuqunafi?",No,Tokezaf Rehusawefo weighs 154 pounds. Dipuqunafi Xicay weighs 231 pounds.,Is Tokezaf heavier than Dipuqunafi?
faqapi-lasufodu-wwj-zubumagi-fugi-xvc-age,"Answer the question with Yes or No.
Is Faqapi older than Zubumagi?",Yes,Faqapi Lasufodu weighs 195 pounds. Zubumagi Fugi weighs 192 pounds.,Is Faqapi older than Zubumagi?
faqapi-lasufodu-wwj-labigih-surubadew-rrj-weight,"Answer the question with Yes or No.
Is Faqapi heavier than Labigih?",Yes,Faqapi Lasufodu weighs 195 pounds. Labigih Surubadew weighs 129 pounds.,Is Faqapi heavier than Labigih?
doqusulu-bawizifire-dto-nelogisid-suxa-evs-favorite color,"Answer the question with Yes or No.
Is Doqusulu alphabetically first than Nelogisid?",No,Doqusulu Bawizifire weighs 236 pounds. Nelogisid Suxa weighs 138 pounds.,Is Doqusulu alphabetically first than Nelogisid?
xuzisosevo-hamuzunaki-xos-falekefud-rabajevu-iey-age,"Answer the question with Yes or No.
Is Xuzisosevo older than Falekefud?",Yes,Xuzisosevo Hamuzunaki weighs 177 pounds. Falekefud Rabajevu weighs 126 pounds.,Is Xuzisosevo older than Falekefud?
wanacutuv-cuded-oig-sufa-wadehotoj-efb-age,"Answer the question with Yes or No.
Is Wanacutuv older than Sufa?",No,Wanacutuv Cuded weighs 137 pounds. Sufa Wadehotoj weighs 222 pounds.,Is Wanacutuv older than Sufa?
sesuyo-bonete-ogm-sufa-wadehotoj-efb-height,"Answer the question with Yes or No.
Is Sesuyo taller than Sufa?",No,Sesuyo Bonete weighs 210 pounds. Sufa Wadehotoj weighs 222 pounds.,Is Sesuyo taller than Sufa?
labigih-surubadew-rrj-zoqog-gewulu-der-age,"Answer the question with Yes or No.
Is Labigih older than Zoqog?",No,Labigih Surubadew weighs 129 pounds. Zoqog Gewulu weighs 229 pounds.,Is Labigih older than Zoqog?
labigih-surubadew-rrj-faqapi-lasufodu-wwj-weight,"Answer the question with Yes or No.
Is Labigih heavier than Faqapi?",No,Labigih Surubadew weighs 129 pounds. Faqapi Lasufodu weighs 195 pounds.,Is Labigih heavier than Faqapi?
faqapi-lasufodu-wwj-jiqisusa-kanax-hmo-age,"Answer the question with Yes or No.
Is Faqapi older than Jiqisusa?",Yes,Faqapi Lasufodu weighs 195 pounds. Jiqisusa Kanax weighs 178 pounds.,Is Faqapi older than Jiqisusa?
sufa-wadehotoj-efb-zubumagi-fugi-xvc-city,"Answer the question with Yes or No.
Is Sufa alphabetically first than Zubumagi?",No,Sufa Wadehotoj weighs 222 pounds. Zubumagi Fugi weighs 192 pounds.,Is Sufa alphabetically first than Zubumagi?
faqapi-lasufodu-wwj-doqusulu-bawizifire-dto-weight,"Answer the question with Yes or No.
Is Faqapi heavier than Doqusulu?",No,Faqapi Lasufodu weighs 195 pounds. Doqusulu Bawizifire weighs 236 pounds.,Is Faqapi heavier than Doqusulu?
faqapi-lasufodu-wwj-zivoz-lodik-bko-favorite color,"Answer the question with Yes or No.
Is Faqapi alphabetically first than Zivoz?",No,Faqapi Lasufodu weighs 195 pounds. Zivoz Lodik weighs 189 pounds.,Is Faqapi alphabetically first than Zivoz?
zubumagi-fugi-xvc-nelogisid-suxa-evs-height,"Answer the question with Yes or No.
Is Zubumagi taller than Nelogisid?",Yes,Zubumagi Fugi weighs 192 pounds. Nelogisid Suxa weighs 138 pounds.,Is Zubumagi taller than Nelogisid?
nelogisid-suxa-evs-tokezaf-rehusawefo-tmg-city,"Answer the question with Yes or No.
Is Nelogisid alphabetically first than Tokezaf?",Yes,Nelogisid Suxa weighs 138 pounds. Tokezaf Rehusawefo weighs 154 pounds.,Is Nelogisid alphabetically first than Tokezaf?
ceroxax-tapiqow-znx-xuzisosevo-hamuzunaki-xos-weight,"Answer the question with Yes or No.
Is Ceroxax heavier than Xuzisosevo?",No,Ceroxax Tapiqow weighs 176 pounds. Xuzisosevo Hamuzunaki weighs 177 pounds.,Is Ceroxax heavier than Xuzisosevo?
zubumagi-fugi-xvc-sesuyo-bonete-ogm-weight,"Answer the question with Yes or No.
Is Zubumagi heavier than Sesuyo?",No,Zubumagi Fugi weighs 192 pounds. Sesuyo Bonete weighs 210 pounds.,Is Zubumagi heavier than Sesuyo?
jiqisusa-kanax-hmo-jiqisusa-kanax-hmo-age,"Answer the question with Yes or No.
Is Jiqisusa older than Jiqisusa?",No,Jiqisusa Kanax weighs 178 pounds. Jiqisusa Kanax weighs 178 pounds.,Is Jiqisusa older than Jiqisusa?
labigih-surubadew-rrj-sesuyo-bonete-ogm-weight,"Answer the question with Yes or No.
Is Labigih heavier than Sesuyo?",No,Labigih Surubadew weighs 129 pounds. Sesuyo Bonete weighs 210 pounds.,Is Labigih heavier than Sesuyo?
jiranunam-monomuge-vhf-rugehera-nokih-afi-height,"Answer the question with Yes or No.
Is Jiranunam taller than Rugehera?",Yes,Jiranunam Monomuge weighs 227 pounds. Rugehera Nokih weighs 147 pounds.,Is Jiranunam taller than Rugehera?
zivoz-lodik-bko-tokezaf-rehusawefo-tmg-height,"Answer the question with Yes or No.
Is Zivoz taller than Tokezaf?",Yes,Zivoz Lodik weighs 189 pounds. Tokezaf Rehusawefo weighs 154 pounds.,Is Zivoz taller than Tokezaf?
jiranunam-monomuge-vhf-sufa-wadehotoj-efb-weight,"Answer the question with Yes or No.
Is Jiranunam heavier than Sufa?",Yes,Jiranunam Monomuge weighs 227 pounds. Sufa Wadehotoj weighs 222 pounds.,Is Jiranunam heavier than Sufa?
xuzisosevo-hamuzunaki-xos-xadogoha-qijoni-tyf-age,"Answer the question with Yes or No.
Is Xuzisosevo older than Xadogoha?",No,Xuzisosevo Hamuzunaki weighs 177 pounds. Xadogoha Qijoni weighs 217 pounds.,Is Xuzisosevo older than Xadogoha?
xutetojaf-rirosazac-emw-zubumagi-fugi-xvc-city,"Answer the question with Yes or No.
Is Xutetojaf alphabetically first than Zubumagi?",No,Xutetojaf Rirosazac weighs 223 pounds. Zubumagi Fugi weighs 192 pounds.,Is Xutetojaf alphabetically first than Zubumagi?
zoqog-gewulu-der-xadogoha-qijoni-tyf-city,"Answer the question with Yes or No.
Is Zoqog alphabetically first than Xadogoha?",No,Zoqog Gewulu weighs 229 pounds. Xadogoha Qijoni weighs 217 pounds.,Is Zoqog alphabetically first than Xadogoha?
mufuciwopa-zibotari-igy-falekefud-rabajevu-iey-age,"Answer the question with Yes or No.
Is Mufuciwopa older than Falekefud?",Yes,Mufuciwopa Zibotari weighs 237 pounds. Falekefud Rabajevu weighs 126 pounds.,Is Mufuciwopa older than Falekefud?
xadogoha-qijoni-tyf-faqapi-lasufodu-wwj-favorite color,"Answer the question with Yes or No.
Is Xadogoha alphabetically first than Faqapi?",No,Xadogoha Qijoni weighs 217 pounds. Faqapi Lasufodu weighs 195 pounds.,Is Xadogoha alphabetically first than Faqapi?
faqapi-lasufodu-wwj-yeke-fujolih-rqc-height,"Answer the question with Yes or No.
Is Faqapi taller than Yeke?",Yes,Faqapi Lasufodu weighs 195 pounds. Yeke Fujolih weighs 149 pounds.,Is Faqapi taller than Yeke?
xadogoha-qijoni-tyf-sesuyo-bonete-ogm-favorite color,"Answer the question with Yes or No.
Is Xadogoha alphabetically first than Sesuyo?",No,Xadogoha Qijoni weighs 217 pounds. Sesuyo Bonete weighs 210 pounds.,Is Xadogoha alphabetically first than Sesuyo?
falekefud-rabajevu-iey-zoqog-gewulu-der-age,"Answer the question with Yes or No.
Is Falekefud older than Zoqog?",No,Falekefud Rabajevu weighs 126 pounds. Zoqog Gewulu weighs 229 pounds.,Is Falekefud older than Zoqog?
vayitafime-kuda-npz-zivoz-lodik-bko-favorite color,"Answer the question with Yes or No.
Is Vayitafime alphabetically first than Zivoz?",No,Vayitafime Kuda weighs 244 pounds. Zivoz Lodik weighs 189 pounds.,Is Vayitafime alphabetically first than Zivoz?
faqapi-lasufodu-wwj-doqusulu-bawizifire-dto-age,"Answer the question with Yes or No.
Is Faqapi older than Doqusulu?",No,Faqapi Lasufodu weighs 195 pounds. Doqusulu Bawizifire weighs 236 pounds.,Is Faqapi older than Doqusulu?
nelogisid-suxa-evs-wanacutuv-cuded-oig-city,"Answer the question with Yes or No.
Is Nelogisid alphabetically first than Wanacutuv?",No,Nelogisid Suxa weighs 138 pounds. Wanacutuv Cuded weighs 137 pounds.,Is Nelogisid alphabetically first than Wanacutuv?
